Violation [domain=[4507008219_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508048487_00170], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507037287_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507007082_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031489_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031374_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507039113_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_01000], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507001503_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507032117_00220], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038203_00260], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507026429_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508073027_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507022933_00060], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038655_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508071047_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507015154_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507022221_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508075811_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00150], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508048826_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508061978_00200], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508052370_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507039587_00220], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508053755_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508061526_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507037359_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508045213_00090], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508067403_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508046097_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507025950_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508049488_00210], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508065762_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507005732_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507029002_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031907_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508054719_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508054741_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038203_00060], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00260], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507018379_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507015104_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508043160_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507005738_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507036969_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507016031_00160], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507021546_00210], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508055324_00130], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507032117_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507007075_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508057047_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507013323_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507032752_00420], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508051436_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038203_00170], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507035113_00120], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507016246_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508066006_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508044059_00170], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507013333_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024843_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507036760_00200], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507018825_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507030932_00110], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507035329_00110], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507034974_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507030529_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508047232_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508054760_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031494_00070], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038660_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024571_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507009155_00310], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508065615_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507011877_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507010485_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024860_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507030253_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507005771_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507039895_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508046636_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508057657_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507026585_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508071041_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507022931_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507016313_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507039911_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507029095_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507033029_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508075283_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507011917_00070], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507028705_00070], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508060177_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031493_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507019166_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507020390_00230], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507039916_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508070771_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508066011_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507010582_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00170], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508048487_00080], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042657_00810], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507027404_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508044581_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507041161_00090], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031767_00070], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507040512_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508055498_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508068644_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507029460_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031723_00180], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062245_00060], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508063909_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508061232_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508061233_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508046593_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508047239_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507005739_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508055324_00150], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508058276_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507015104_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507025514_00090], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508057656_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507013787_00170], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508063850_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507004193_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507016031_00180], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507002711_00070], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508047418_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507007075_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507030932_00200], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507033025_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507039544_00100], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507020390_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024926_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507026621_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507030922_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508060047_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507017427_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508044542_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508070771_00260], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507010571_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508048827_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507000289_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508070258_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508048485_00150], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508055519_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507017100_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507011217_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508052354_00110], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508045357_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508048999_00090], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507027235_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507025943_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508057651_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508070771_00150], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508072390_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508061435_00160], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024284_00270], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062250_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507004069_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507035113_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507022931_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508052016_00240], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507041305_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508049217_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508053099_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507026382_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031487_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508048299_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507011917_00090], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507004199_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031493_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507010218_00060], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507027404_00140], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507028705_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507000764_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508049269_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507029077_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508066769_00500], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507041091_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508057465_00110], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507021583_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507035178_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508048829_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507039587_00260], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062366_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508052253_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507010485_00190], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508042504_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031890_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507040508_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507012123_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507027404_00070], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507030932_00150], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508068452_00180], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507032463_00180], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507036779_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508062245_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507029172_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508066069_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024291_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507005715_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507005770_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508059188_00070], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507003931_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507025973_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507030600_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508052354_00090], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507017030_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508053098_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507010068_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508043135_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508059660_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038345_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507019508_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508049677_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507029276_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507022938_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507011865_00170], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507002426_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507011907_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507029047_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508047173_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508050834_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508060071_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507022989_00100], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507033189_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508061978_00230], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507012451_00070], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508061440_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507022830_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507029169_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507009155_00080], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507001865_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507018668_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024843_00050], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508048377_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507040033_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031430_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507016988_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031483_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508065761_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508055516_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508065615_00060], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507028265_00320], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508071785_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507037289_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508043161_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508058278_00060], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507004860_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507013787_00120], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507039895_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507003916_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507026430_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508051435_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508074081_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508069133_00040], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031494_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508043596_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508055324_00100], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507011908_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507011918_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508060802_00230], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508060045_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507035329_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507031507_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507039495_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024454_00170], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508045639_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507027062_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507015147_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508047503_00010], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508045331_00080], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4508067400_00030], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507025950_00020], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507024926_00120], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
Violation [domain=[4507038210_00080], obligation=(Create Purchase Order Item -> Record Goods Receipt, Single=False)]
